PST,Address,Latitude,Longitude,Resolved Address,Minimum Temperature,Maximum Temperature,Temperature,Precipitation,Precipitation %,Wind speed,Wind gust,Visibility
9/1/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",59,82,68.32,0,0,8.47,0,9.83
9/2/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",61,72,65.16,0,0,10.31,0,9.76
9/3/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",62,75,65.59,0,0,8.44,24.16,10
9/4/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",62,74,65.68,0,0,7.69,0,9.91
9/5/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",61,73,65.32,0,0,8.2,0,9.4
9/6/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",60,72,64.12,0,0,9.13,0,9.11
9/7/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",59,71,63.73,0,0,10.66,0,10
9/8/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",59,68,62.1,0,0,12.14,0,10
9/9/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",59,71,63.29,0,0,8.94,0,9.98
9/10/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",55,81,64.4,0,0,7.01,0,8.84
9/11/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",60,80,65.64,0.01,4.17,9.58,0,9.51
9/12/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",59,75,65.36,0,0,10.23,0,9.58
9/13/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",60,73,65.05,0,0,10.47,0,10
9/14/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",60,73,65.77,0,0,10.54,0,9.9
9/15/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",62,77,67.97,0,0,10.78,0,10
9/16/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",61,77,68.14,0,0,8.34,0,9.94
9/17/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",63,78,69.84,0,0,9.4,0,9.98
9/18/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",65,77,70.88,0.04,12.5,8.46,0,9.87
9/19/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",63,73,66.78,0,0,9.02,0,9.96
9/20/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",63,72,66.7,0,0,8.42,0,9.98
9/21/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",64,70,66.74,0,0,10.07,0,10
9/22/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",65,75,68.23,0,0,10.8,15.21,10
9/23/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",64,75,68.17,0,0,9.66,0,9.91
9/24/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",64,77,69.93,0.05,16.67,8.69,0,9.55
9/25/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",59,72,65.41,0.6,33.33,6.35,0,8.7
9/26/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",61,72,66.4,0.03,8.33,10.52,30.42,10
9/27/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",59,72,65.13,0,0,10.76,15.66,10
9/28/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",62,73,65.52,0,0,7.44,0,10
9/29/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",61,70,63.75,0,0,9.87,0,9.74
9/30/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",61,73,65.88,0,0,9.31,0,9.98
10/1/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",58,84,69.3,0,0,5.02,15.88,9.94
10/2/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",57,88,72.21,0,0,4.2,0,9.98
10/3/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",63,90,74.13,0,0,4.93,0,10
10/4/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",61,90,72.85,0,0,5.64,0,10
10/5/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",57,87,68.95,0,0,6.93,0,10
10/6/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",56,82,65.63,0,0,8.19,0,9.63
10/7/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",56,72,62.65,0.01,4.17,10.01,15.66,9.51
10/8/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",56,76,64.25,0.01,4.17,8.16,16.33,9.56
10/9/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",58,66,61.27,0,0,10.82,0,10
10/10/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",59,66,60.89,0,0,10.86,0,10
10/11/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",58,73,63.13,0,0,7.16,14.54,9.98
10/12/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",56,88,70.83,0.01,4.17,4.1,0,10
10/13/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",59,81,67.92,0,0,5.64,17,9.91
10/14/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",61,72,66.63,0,0,10.6,34.45,9.89
10/15/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",60,72,65.98,0,0,9.11,14.54,9.98
10/16/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",54,72,62.51,0.01,4.17,5.71,0,10
10/17/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",55,75,65.33,0,0,5.32,0,10
10/18/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",60,77,66.99,0,0,5.9,0,10
10/19/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",59,72,65.31,0,0,7.14,0,9.98
10/20/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",61,70,64.92,0.05,8.33,8.68,0,9.38
10/21/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",54,70,62.12,0,4.17,8.4,0,10
10/22/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",54,72,63.13,0,0,6.1,0,10
10/23/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",60,72,65.05,0,0,5.01,0,10
10/24/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",58,72,65.27,0,0,8.43,0,10
10/25/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",63,71,65.98,0.27,20.83,12.07,15.66,9.51
10/26/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",55,69,61.94,0.02,8.33,9.06,15.66,9.92
10/27/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",51,68,59.83,0,0,6.59,0,10
10/28/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",52,71,60.6,0,0,6.89,0,10
10/29/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",51,77,63.73,0,0,3.48,0,10
10/30/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",57,70,63.35,0,0,5.91,0,10
10/31/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",58,64,60.59,0.24,29.17,8.05,0,9.26
11/1/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",54,63,58.65,0.01,4.17,10.02,15.21,10
11/2/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",48,65,56.53,0,0,5.04,0,10
11/3/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",48,66,56.82,0,0,5.69,0,10
11/4/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",49,70,58.67,0,0,3.94,0,9.91
11/5/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",53,73,62.15,0,0,2.6,0,10
11/6/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",54,71,61.74,0,0,6.84,0,9.83
11/7/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",54,68,59.1,0.01,4.17,5.08,0,7.15
11/8/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",53,72,61.16,0.01,4.17,2.3,0,8.37
11/9/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",51,67,58.66,0.01,4.17,6.28,0,9.19
11/10/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",51,66,57.98,0.01,4.17,4.42,0,6.96
11/11/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",57,65,60.69,0,0,7.97,0,10
11/12/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",59,65,61.71,0,0,4.63,0,9.96
11/13/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",55,64,60.69,0.31,45.83,8.38,0,8.55
11/14/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",54,64,59.65,0,0,7.74,0,9.58
11/15/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",51,64,57.87,0,0,6.07,0,10
11/16/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",53,64,57.89,0,0,6.82,0,10
11/17/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",50,64,57.42,0,0,6.35,0,10
11/18/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",50,63,56.92,0,0,3.36,0,9.96
11/19/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",54,61,58.6,0.25,62.5,6.59,0,8.99
11/20/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",54,59,56.12,0.62,45.83,3.71,0,7.19
11/21/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",54,61,57.7,0.02,4.17,3.59,0,9.27
11/22/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",56,64,60.28,0.32,41.67,11.47,16.33,8.47
11/23/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",48,63,55.46,0.01,4.17,2.99,0,10
11/24/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",44,64,54.16,0,0,2.14,0,10
11/25/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",47,63,55.35,0,0,2.56,0,9.96
11/26/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",48,66,56.69,0,0,2.87,0,8.99
11/27/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",48,64,55.22,0,0,3,0,6.43
11/28/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",45,61,54.33,0.01,4.17,5.35,0,6.27
11/29/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",56,63,59.68,0.1,25,6.97,0,9.75
11/30/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",54,60,57.3,0.82,75,5.27,15.88,9.05
12/1/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",56,63,59.45,0.03,4.17,3.91,0,9.64
12/2/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",55,61,57.92,1.68,79.17,9.46,0,7.73
12/3/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",59,64,61.5,2.08,83.33,11.6,32.21,8.14
12/4/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",57,66,61.01,0.15,41.67,4.92,0,8.95
12/5/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",57,66,61.24,0.23,50,6.84,0,8.88
12/6/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",58,65,61.41,0.26,37.5,5.24,0,9.6
12/7/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",55,63,58.71,0.01,8.33,2.69,0,8.25
12/8/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",55,66,59.83,0,0,3.37,0,9.85
12/9/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",55,63,59.22,0.01,4.17,2.35,0,8.19
12/10/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",57,64,60.4,0,0,9.46,31.54,7.6
12/11/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",52,64,57.81,3.45,87.5,13.14,38.03,6.18
12/12/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",51,56,52.66,0.53,70.83,3.46,0,9.19
12/13/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",48,55,51.91,0.02,8.33,2.42,0,9.85
12/14/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",49,59,53.42,0.05,8.33,5.95,0,9.83
12/15/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",52,55,53.26,1.31,79.17,12.96,1.79,8.48
12/16/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",51,61,54.4,1.22,58.33,9.95,1.79,9.19
12/17/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",50,58,53.45,0.29,58.33,6.81,0,9.44
12/18/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",52,59,54.98,0.06,20.83,4.52,0,9.9
12/19/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",55,57,56.28,1.2,75,8.94,1.57,8.22
12/20/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",55,60,57.78,0.04,16.67,3.46,0,7.74
12/21/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",57,63,59.63,0.09,33.33,8.77,0,6.74
12/22/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",54,63,56.77,0.01,4.17,3.44,0,6.92
12/23/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",50,65,56.91,0,0,3.02,0,9.69
12/24/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",51,61,55.12,0.07,16.67,11.45,37.36,8.24
12/25/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",47,58,51.82,0,0,11.57,0,10
12/26/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",44,59,51.76,0,0,9.32,14.54,10
12/27/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",41,54,48.23,0,0,4.16,0,10
12/28/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",42,55,49.21,0,0,3.75,0,9.96
12/29/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",45,55,49.82,0,0,6.15,16.33,9.83
12/30/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",45,54,49.11,0,0,20.65,51.67,10
12/31/14,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",42,57,49.51,0,0,10.67,20.8,10
1/1/15,"san francisco, ca",37.77713,-122.41964,"san francisco, ca",42,55,48.44,0,0,8.56,0,10
